InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV100795,P197,Product 8,3,2023-09-09,61.7,10093.0,Netherlands
INV100796,P207,Product 24,5,2024-03-11,27.75,10176.0,Spain
INV100797,P848,Product 28,9,2023-11-07,54.75,10019.0,Germany
INV100798,P171,Product 42,1,2023-04-22,16.14,10190.0,Spain
INV100799,P313,Product 47,8,2023-03-11,24.27,10190.0,United Kingdom
INV100800,P234,Product 6,10,2023-04-20,49.4,10076.0,India
INV100801,P404,Product 8,4,2023-01-06,66.53,10230.0,Spain
INV100802,P891,Product 50,2,2023-07-10,15.53,10238.0,Netherlands
INV100803,P441,Product 21,7,2024-01-03,31.67,10228.0,Spain
INV100804,P819,Product 7,4,2023-11-26,24.18,,Germany
INV100805,P394,Product 37,5,2024-06-24,64.45,10116.0,India
INV100806,P623,Product 19,1,2024-03-15,72.04,10054.0,Netherlands
INV100807,P304,Product 3,6,2023-05-04,17.81,10063.0,Germany
INV100808,P484,Product 21,9,2024-01-12,30.08,10006.0,India
INV100809,P902,Product 45,4,2024-06-12,6.11,10128.0,France
INV100810,P827,Product 29,4,2023-03-29,5.2,10113.0,Germany
INV100811,P763,Product 25,6,2023-03-05,69.09,10216.0,Germany
INV100812,P704,Product 9,5,2023-04-21,63.36,10215.0,India
INV100813,P132,Product 5,4,2023-11-07,93.4,10229.0,India
INV100814,P951,Product 40,4,2023-09-03,45.18,10186.0,Netherlands
INV100815,P941,Product 4,1,2024-04-15,85.31,10044.0,Netherlands
INV100816,P305,Product 14,4,2023-12-04,83.96,10050.0,India
INV100817,P908,Product 9,9,2023-02-22,38.64,10040.0,Spain
INV100818,P139,Product 9,1,2023-11-15,12.93,10215.0,Netherlands
INV100819,P160,Product 27,3,2023-09-28,30.54,10131.0,India
INV100820,P478,Product 2,10,2023-02-18,25.41,10080.0,India
INV100821,P124,Product 36,5,2024-04-28,7.83,10014.0,Spain
INV100822,P473,Product 19,6,2023-03-03,54.21,10241.0,Germany
INV100823,P390,Product 30,-8,2023-11-30,60.25,10070.0,United Kingdom
INV100824,P871,Product 45,8,2024-05-10,81.91,10085.0,India
INV100825,P182,Product 46,7,2023-02-02,7.9,10179.0,France
INV100826,P411,Product 49,1,2023-07-02,99.98,10197.0,Netherlands
INV100827,P707,Product 2,3,2024-03-18,46.44,10031.0,Netherlands
INV100828,P672,Product 11,8,2023-01-10,6.81,10068.0,Germany
INV100829,P680,Product 20,3,2023-04-02,75.74,10017.0,France
INV100830,P490,Product 16,6,2023-08-21,76.89,10159.0,Spain
INV100831,P332,Product 3,2,2023-01-26,80.77,10076.0,India
INV100832,P768,Product 37,1,2023-02-01,45.18,10217.0,Netherlands
INV100833,P352,Product 25,7,2023-12-11,23.04,10005.0,Netherlands
INV100834,P436,Product 15,10,2023-12-16,97.92,10035.0,Netherlands
INV100835,P826,Product 13,10,2024-02-03,6.46,10099.0,Spain
INV100836,P483,Product 29,7,2024-03-31,68.97,10109.0,Netherlands
INV100837,P389,Product 33,6,2024-06-01,10.47,10164.0,Spain
INV100838,P310,Product 37,7,2023-07-24,69.73,10078.0,India
INV100839,P105,Product 46,3,2023-03-12,26.8,10186.0,Netherlands
INV100840,P595,Product 18,6,2024-01-22,95.05,10246.0,France
INV100841,P829,Product 37,7,2023-04-25,22.28,10101.0,Netherlands
INV100842,P329,Product 1,2,2023-12-27,10.38,10056.0,Germany
INV100843,P746,Product 18,9,2023-04-18,51.06,10185.0,United Kingdom
INV100844,P271,Product 18,4,2024-05-16,38.91,10165.0,France
INV100845,P872,Product 48,1,2023-02-02,57.67,10054.0,Spain
INV100846,P335,Product 47,4,2023-03-09,15.84,10042.0,India
INV100847,P442,Product 25,6,2024-03-27,42.67,10024.0,France
INV100848,P827,Product 17,1,2023-02-13,24.42,10006.0,Netherlands
INV100849,P138,Product 50,8,2023-01-25,46.46,10102.0,India
INV100850,P939,Product 34,7,2024-01-18,24.19,10212.0,Netherlands
INV100851,P991,Product 11,1,2024-02-12,27.22,10037.0,India
INV100852,P432,Product 45,3,2023-12-12,12.61,10026.0,Germany
INV100853,P671,Product 23,4,2023-06-25,10.55,10231.0,Germany
INV100854,P722,Product 20,10,2023-11-11,16.52,10024.0,United Kingdom
INV100855,P971,Product 12,3,2024-04-09,99.41,10022.0,France
INV100856,P609,Product 39,8,2024-06-20,46.86,,Germany
INV100857,P742,Product 2,1,2023-12-23,67.53,10214.0,Spain
INV100858,P120,Product 33,1,2024-04-21,62.26,10104.0,Spain
INV100859,P397,Product 30,7,2024-06-27,67.84,10110.0,Spain
INV100860,P786,Product 47,7,2024-04-04,18.47,10201.0,Germany
INV100861,P508,Product 28,7,2024-02-22,74.31,10116.0,Spain
INV100862,P983,Product 10,4,2023-06-23,83.46,10200.0,India
INV100863,P196,Product 48,9,2023-09-06,97.21,10084.0,France
INV100864,P922,Product 46,1,2023-12-25,80.76,10112.0,France
INV100865,P251,Product 14,3,2023-05-22,33.53,10187.0,United Kingdom
INV100866,P717,Product 10,10,2023-01-18,63.86,10120.0,Netherlands
INV100867,P543,Product 5,10,2023-07-20,19.67,10100.0,India
INV100868,P380,Product 23,7,2023-12-28,71.23,10231.0,India
INV100869,P748,Product 25,9,2024-01-30,56.86,10164.0,Spain
INV100870,P512,Product 36,7,2024-04-14,7.13,10215.0,Germany
INV100871,P623,Product 20,1,2024-05-06,19.38,10012.0,Netherlands
INV100872,P459,Product 36,6,2023-06-18,46.17,10103.0,Germany
INV100873,P754,Product 26,9,2024-02-28,17.05,10066.0,India
INV100874,P552,Product 19,9,2024-03-11,20.5,10126.0,France
INV100875,P982,Product 44,10,2023-03-24,50.78,10076.0,Germany
INV100876,P933,Product 24,3,2024-05-23,23.04,10156.0,Netherlands
INV100877,P766,Product 44,4,2024-02-09,45.17,10128.0,Spain
INV100878,P664,Product 33,4,2024-02-15,35.31,10248.0,Germany
INV100879,P855,Product 37,3,2023-12-29,93.78,10114.0,Germany
INV100880,P222,Product 45,8,2023-10-20,35.61,10139.0,United Kingdom
INV100881,P345,Product 36,6,2023-05-30,46.87,10228.0,India
INV100882,P107,Product 14,8,2024-03-13,57.01,10024.0,Spain
INV100883,P725,Product 35,-1,2024-03-12,67.29,10178.0,Spain
INV100884,P705,Product 19,5,2024-03-22,45.1,10191.0,Netherlands
INV100885,P753,Product 42,4,2023-07-13,95.46,10244.0,India
INV100886,P640,Product 47,10,2023-10-06,76.76,10161.0,India
INV100887,P985,Product 49,3,2023-08-18,73.81,10110.0,Netherlands
INV100888,P621,Product 32,1,2023-08-31,18.76,10055.0,France
INV100889,P541,Product 42,4,2024-04-07,81.49,10025.0,Netherlands
INV100890,P249,Product 18,6,2023-03-27,81.87,10146.0,France
INV100891,P581,Product 41,3,2023-07-31,23.31,10067.0,United Kingdom
INV100892,P857,Product 15,3,2023-10-30,78.96,10234.0,India
INV100893,P241,Product 43,6,2023-02-12,40.46,10224.0,Germany
INV100894,P465,Product 47,5,2023-03-25,70.21,10051.0,India
INV100895,P403,Product 10,6,2023-02-10,92.53,10223.0,France
INV100896,P527,Product 5,10,2024-03-16,49.51,10036.0,United Kingdom
INV100897,P466,Product 12,5,2023-01-02,35.87,10076.0,Spain
INV100898,P610,Product 14,10,2023-06-26,17.95,10138.0,United Kingdom
INV100899,P184,Product 41,8,2023-09-09,42.53,10107.0,Spain
INV100900,P182,Product 50,8,2023-02-03,38.34,10129.0,Germany
INV100901,P400,Product 13,9,2024-05-16,63.08,10219.0,Spain
INV100902,P502,Product 6,3,2024-03-13,17.92,10107.0,Germany
INV100903,P355,Product 47,9,2024-03-27,74.05,10055.0,India
INV100904,P631,Product 49,10,2024-03-12,20.32,10018.0,Netherlands
INV100905,P114,Product 30,2,2023-06-19,10.96,10202.0,Netherlands
INV100906,P594,Product 49,10,2023-02-24,67.96,,India
INV100907,P699,Product 14,6,2023-01-28,34.82,10005.0,Spain
INV100908,P803,Product 10,8,2023-10-10,80.8,10081.0,Germany
INV100909,P639,Product 38,5,2023-03-28,71.02,10077.0,France
INV100910,P315,Product 5,2,2024-02-02,82.4,10159.0,Spain
INV100911,P866,Product 44,6,2023-11-11,61.09,10095.0,Spain
INV100912,P581,Product 49,5,2024-04-03,24.28,10026.0,India
INV100913,P922,Product 27,6,2023-02-21,50.95,10239.0,Netherlands
INV100914,P812,Product 25,2,2023-10-26,56.11,10142.0,United Kingdom
INV100915,P683,Product 47,4,2024-03-22,82.83,10014.0,Spain
INV100916,P420,Product 48,2,2024-05-07,89.73,10039.0,United Kingdom
INV100917,P120,Product 24,3,2024-05-04,61.75,10112.0,United Kingdom
INV100918,P417,Product 27,4,2023-05-24,62.44,10032.0,United Kingdom
INV100919,P671,Product 26,8,2023-03-22,97.84,10215.0,United Kingdom
INV100920,P656,Product 27,-1,2023-03-23,82.28,10036.0,Spain
INV100921,P904,Product 19,3,2023-11-02,51.21,10048.0,Spain
INV100922,P871,Product 22,7,2023-05-22,38.07,10102.0,Netherlands
INV100923,P925,Product 46,4,2023-01-28,68.86,10127.0,Netherlands
INV100924,P229,Product 16,8,2023-07-18,59.49,10152.0,Germany
INV100925,P619,Product 30,7,2024-06-23,48.81,10055.0,United Kingdom
INV100926,P773,Product 9,9,2023-03-10,43.92,10178.0,Spain
INV100927,P787,Product 33,1,2024-02-22,92.21,10059.0,Netherlands
INV100928,P313,Product 42,10,2024-05-15,47.25,10164.0,United Kingdom
INV100929,P558,Product 24,1,2023-11-10,99.7,10213.0,India
INV100930,P980,Product 17,7,2023-12-24,37.48,10124.0,Netherlands
INV100931,P270,Product 35,4,2023-08-24,63.41,10050.0,France
INV100932,P882,Product 11,5,2024-01-02,68.47,10126.0,India
INV100933,P714,Product 37,5,2023-02-17,59.87,10159.0,India
INV100934,P196,Product 46,3,2024-06-21,91.38,10219.0,Netherlands
INV100935,P772,Product 21,6,2023-03-27,96.82,10030.0,Netherlands
INV100936,P394,Product 50,4,2024-05-22,23.24,10197.0,Spain
INV100937,P319,Product 47,1,2024-06-04,52.26,10153.0,Spain
INV100938,P375,Product 23,2,2023-05-21,19.4,10011.0,Netherlands
INV100939,P686,Product 15,6,2024-02-07,38.94,10210.0,Spain
INV100940,P764,Product 49,3,2024-02-26,84.03,10058.0,India
INV100941,P160,Product 23,7,2023-07-18,48.99,10081.0,Germany
INV100942,P102,Product 16,1,2023-03-07,12.59,10065.0,Netherlands
INV100943,P272,Product 33,10,2024-03-21,73.53,10135.0,Netherlands
INV100944,P938,Product 8,10,2023-12-14,80.96,10087.0,Netherlands
INV100945,P506,Product 44,7,2023-10-31,87.21,10208.0,Spain
INV100946,P784,Product 30,5,2023-11-27,49.57,10114.0,Spain
INV100947,P975,Product 19,5,2023-10-25,90.39,10033.0,Netherlands
INV100948,P823,Product 37,6,2023-11-23,91.08,10083.0,Netherlands
INV100949,P680,Product 40,8,2023-01-23,78.96,10066.0,Germany
INV100950,P204,Product 2,9,2023-04-28,14.21,10239.0,United Kingdom
INV100951,P412,Product 35,7,2023-09-17,36.82,10107.0,India
INV100952,P783,Product 26,6,2023-03-27,27.55,10053.0,Spain
INV100953,P679,Product 40,2,2023-10-28,46.03,10014.0,Germany
INV100954,P823,Product 3,1,2023-01-06,12.94,10221.0,Spain
INV100955,P770,Product 8,1,2023-04-22,31.36,10191.0,India
INV100956,P162,Product 34,10,2023-06-30,16.94,10193.0,Germany
INV100957,P210,Product 7,3,2024-05-24,79.72,10227.0,France
INV100958,P946,Product 11,2,2023-08-27,40.46,10070.0,Netherlands
INV100959,P930,Product 34,5,2023-10-17,13.13,10114.0,France
INV100960,P476,Product 17,6,2024-05-31,36.25,10105.0,France
INV100961,P899,Product 22,1,2023-06-02,25.57,10190.0,France
INV100962,P407,Product 40,8,2024-05-19,26.36,10126.0,Germany
INV100963,P443,Product 16,4,2024-01-13,83.49,10071.0,Netherlands
INV100964,P232,Product 47,1,2023-12-09,78.34,10087.0,Spain
INV100965,P983,Product 12,8,2023-11-22,38.9,10232.0,United Kingdom
INV100966,P159,Product 31,5,2023-10-11,24.85,10139.0,France
INV100967,P864,Product 44,6,2023-07-30,35.93,10243.0,United Kingdom
INV100968,P483,Product 25,-1,2023-05-04,93.8,10047.0,Netherlands
INV100969,P666,Product 40,4,2024-04-23,69.93,10033.0,United Kingdom
INV100970,P952,Product 6,4,2023-12-09,76.24,10221.0,Spain
INV100971,P391,Product 5,5,2024-04-18,49.3,10132.0,Spain
INV100972,P127,Product 19,8,2023-03-14,87.18,10101.0,India
INV100973,P959,Product 41,3,2023-04-17,44.94,10182.0,France
INV100974,P288,Product 41,6,2023-05-12,72.33,10152.0,Netherlands
INV100975,P303,Product 38,5,2024-05-17,49.44,,France
INV100976,P963,Product 5,9,2024-01-25,79.69,10086.0,United Kingdom
INV100977,P673,Product 49,4,2023-01-28,44.61,10209.0,France
INV100978,P346,Product 15,5,2023-11-21,57.76,10166.0,United Kingdom
INV100979,P529,Product 14,5,2023-12-11,65.38,10141.0,Netherlands
INV100980,P225,Product 36,2,2023-05-17,14.7,10035.0,United Kingdom
INV100981,P820,Product 19,7,2024-04-05,53.64,10186.0,France
INV100982,P720,Product 2,7,2024-04-09,66.85,10045.0,Netherlands
INV100983,P440,Product 17,8,2023-09-29,21.33,10090.0,India
INV100984,P321,Product 5,1,2023-02-19,44.96,10121.0,India
INV100985,P614,Product 46,6,2024-04-22,78.36,10013.0,Spain
INV100986,P367,Product 15,7,2023-01-30,73.64,10197.0,Germany
INV100987,P257,Product 25,3,2024-04-08,71.96,10128.0,Netherlands
INV100988,P433,Product 11,1,2023-09-08,38.37,10140.0,Netherlands
INV100989,P149,Product 20,10,2023-05-06,29.89,10240.0,France
INV100990,P790,Product 47,4,2023-09-14,93.36,10222.0,United Kingdom
INV100991,P650,Product 41,7,2023-03-03,31.19,10027.0,France
INV100992,P266,Product 29,6,2024-03-23,33.66,10176.0,Spain
INV100993,P464,Product 7,8,2023-05-24,88.22,10110.0,United Kingdom
INV100994,P218,Product 31,2,2023-05-03,27.48,10004.0,India
INV100995,P312,Product 11,1,2024-01-20,87.62,10083.0,France
INV100996,P340,Product 35,4,2024-01-26,59.14,10084.0,Germany
INV100997,P687,Product 19,3,2023-11-01,92.49,10100.0,India
INV100998,P718,Product 24,7,2023-02-08,24.9,10093.0,Netherlands
INV100999,P371,Product 30,1,2024-06-13,6.98,10161.0,United Kingdom
INV101000,P776,Product 2,10,2023-11-28,18.08,10062.0,Spain
INV101001,P460,Product 23,10,2023-05-28,33.42,10211.0,Spain
INV101002,P104,Product 43,2,2024-06-10,47.61,10040.0,Spain
INV101003,P999,Product 19,10,2023-04-27,55.67,10049.0,United Kingdom
INV101004,P173,Product 6,7,2023-09-21,70.07,10246.0,Spain
INV101005,P720,Product 28,-5,2024-05-04,67.86,10179.0,India
INV101006,P776,Product 39,3,2023-10-09,57.68,10133.0,France
INV101007,P386,Product 43,1,2023-01-15,39.22,10097.0,United Kingdom
INV101008,P951,Product 6,10,2024-05-13,84.84,10143.0,Spain
INV101009,P345,Product 38,3,2023-11-09,75.47,10088.0,Netherlands
INV101010,P459,Product 19,6,2024-06-22,16.44,,India
INV101011,P786,Product 17,-6,2023-01-03,95.02,10222.0,France
INV101012,P424,Product 11,10,2024-04-17,31.32,,Spain
INV101013,P114,Product 9,10,2023-09-06,66.92,10101.0,France
INV101014,P596,Product 11,4,2024-06-15,22.19,10234.0,Germany
INV101015,P501,Product 28,5,2023-02-05,71.55,10098.0,Spain
INV101016,P471,Product 43,3,2023-10-18,80.33,10149.0,Spain
INV101017,P290,Product 26,7,2023-12-03,52.6,10205.0,India
INV101018,P660,Product 30,6,2024-05-17,69.77,10067.0,Germany
INV101019,P923,Product 39,4,2024-05-13,81.93,10029.0,Spain
INV101020,P259,Product 47,7,2023-12-27,64.42,10082.0,Germany
INV101021,P303,Product 21,5,2023-10-24,18.78,10195.0,Spain
INV101022,P542,Product 24,1,2024-05-03,89.71,10141.0,Netherlands
INV101023,P489,Product 4,3,2023-11-23,61.31,10138.0,India
INV101024,P165,Product 4,5,2023-04-29,43.39,10241.0,Germany
INV101025,P653,Product 16,6,2023-12-05,57.94,10045.0,Germany
INV101026,P728,Product 47,4,2023-08-15,94.12,10174.0,United Kingdom
INV101027,P736,Product 28,2,2024-06-25,10.45,10072.0,Spain
INV101028,P245,Product 27,3,2024-04-01,62.38,10054.0,Netherlands
INV101029,P543,Product 18,5,2023-03-19,11.69,10188.0,India
INV101030,P257,Product 22,9,2023-01-13,41.01,10104.0,United Kingdom
INV101031,P575,Product 17,8,2023-03-30,92.63,10132.0,India
INV101032,P637,Product 36,-5,2024-05-14,17.71,10166.0,France
INV101033,P163,Product 15,8,2023-08-15,24.83,10103.0,United Kingdom
INV101034,P408,Product 25,10,2023-05-04,18.47,10042.0,India
INV101035,P438,Product 12,5,2023-03-14,70.23,10231.0,United Kingdom
INV101036,P808,Product 33,7,2024-05-02,84.55,10235.0,Germany
INV101037,P840,Product 12,9,2024-02-13,80.25,10036.0,India
INV101038,P162,Product 33,8,2023-04-23,47.03,10071.0,Spain
INV101039,P889,Product 25,10,2024-07-03,26.51,10218.0,France
INV101040,P666,Product 3,4,2023-10-11,17.98,10200.0,Spain
INV101041,P339,Product 22,3,2023-10-02,32.64,10179.0,United Kingdom
INV101042,P178,Product 18,6,2024-03-27,69.3,10167.0,France
INV101043,P598,Product 30,10,2023-05-28,46.06,10202.0,France
INV101044,P470,Product 16,7,2024-05-30,24.81,10218.0,Germany
INV101045,P355,Product 40,8,2024-01-18,62.81,10191.0,Netherlands
INV101046,P454,Product 42,10,2023-07-12,86.92,10041.0,Netherlands
INV101047,P422,Product 42,-2,2024-02-23,31.78,10234.0,France
INV101048,P437,Product 45,5,2023-11-09,96.41,10064.0,France
INV101049,P189,Product 18,6,2023-09-23,11.18,10033.0,Germany
INV101050,P942,Product 3,7,2023-05-02,82.23,10140.0,Germany
INV101051,P891,Product 10,1,2023-10-14,73.8,10243.0,United Kingdom
INV101052,P173,Product 46,8,2024-02-16,32.59,10137.0,Spain
INV101053,P377,Product 26,-4,2024-03-09,41.51,10152.0,Netherlands
INV101054,P782,Product 40,4,2023-11-23,48.61,10126.0,Netherlands
INV101055,P500,Product 21,9,2023-11-17,30.3,10202.0,Netherlands
INV101056,P524,Product 34,4,2023-11-20,70.17,10121.0,Spain
INV101057,P203,Product 7,1,2023-08-11,35.52,10230.0,Spain
INV101058,P638,Product 32,4,2023-12-19,10.28,10209.0,United Kingdom
INV101059,P794,Product 25,6,2023-12-08,50.4,10001.0,Spain
INV101060,P874,Product 29,3,2023-05-02,8.95,10014.0,United Kingdom
INV101061,P789,Product 12,10,2023-11-21,25.72,10244.0,India
INV101062,P947,Product 14,10,2024-05-20,77.68,10172.0,India
INV101063,P755,Product 10,7,2023-10-10,33.31,10167.0,India
INV101064,P842,Product 36,8,2024-01-10,10.17,10139.0,Germany
INV101065,P722,Product 19,3,2023-01-05,70.36,10187.0,Spain
INV101066,P634,Product 10,10,2023-10-31,91.5,10155.0,United Kingdom
INV101067,P406,Product 12,10,2024-06-01,76.43,10165.0,Netherlands
INV101068,P772,Product 22,4,2023-08-10,27.65,10105.0,France
INV101069,P504,Product 37,7,2023-04-19,56.0,10029.0,Netherlands
INV101070,P163,Product 23,3,2023-09-02,89.12,10124.0,United Kingdom
INV101071,P215,Product 47,6,2024-01-26,33.07,10092.0,Spain
INV101072,P450,Product 32,2,2023-04-14,73.79,10053.0,India
INV101073,P925,Product 21,6,2023-08-20,92.76,10062.0,Netherlands
INV101074,P827,Product 10,2,2023-07-02,43.5,10108.0,Germany
INV101075,P296,Product 18,6,2023-02-23,89.53,10064.0,Netherlands
INV101076,P463,Product 37,7,2023-08-17,41.49,10004.0,India
INV101077,P838,Product 39,2,2023-11-01,81.78,10104.0,Netherlands
INV101078,P789,Product 12,6,2023-04-03,56.78,10006.0,Germany
INV101079,P816,Product 4,9,2023-07-12,73.6,10219.0,France
INV101080,P840,Product 31,2,2024-01-13,45.72,10244.0,Spain
INV101081,P625,Product 2,-2,2023-03-12,44.13,10112.0,India
INV101082,P940,Product 24,9,2023-05-22,6.48,10131.0,India
INV101083,P283,Product 41,4,2023-05-09,79.28,10230.0,France
INV101084,P352,Product 20,9,2024-06-01,12.54,10109.0,United Kingdom
INV101085,P153,Product 5,2,2023-09-10,87.46,10104.0,India
INV101086,P883,Product 40,-9,2023-08-29,79.39,10248.0,Netherlands
INV101087,P699,Product 46,3,2023-03-24,49.93,10127.0,India
INV101088,P556,Product 42,2,2023-05-30,43.79,10078.0,India
INV101089,P283,Product 37,3,2023-03-26,36.56,10112.0,Spain
INV101090,P198,Product 45,3,2023-06-11,19.68,10211.0,Spain
INV101091,P603,Product 5,10,2023-06-27,63.56,10100.0,Netherlands
INV101092,P438,Product 28,8,2023-09-12,71.6,10019.0,United Kingdom
INV101093,P489,Product 22,3,2024-06-30,16.65,10126.0,Germany
INV101094,P985,Product 7,4,2023-03-03,44.71,10110.0,Netherlands
INV101095,P564,Product 10,7,2023-03-25,7.08,10228.0,Germany
INV101096,P548,Product 5,10,2023-09-20,83.5,10040.0,India
INV101097,P901,Product 31,9,2023-08-31,95.67,10231.0,Netherlands
INV101098,P652,Product 11,9,2023-09-24,16.47,10090.0,Netherlands
INV101099,P170,Product 33,9,2024-06-18,97.89,10134.0,India
INV101100,P197,Product 1,5,2023-08-02,5.09,10094.0,India
INV101101,P806,Product 37,3,2024-06-11,27.51,10174.0,Netherlands
INV101102,P493,Product 2,4,2023-06-16,21.53,10075.0,Germany
INV101103,P621,Product 34,2,2023-05-24,77.78,10027.0,Spain
INV101104,P232,Product 12,4,2024-04-27,60.8,10151.0,Spain
INV101105,P257,Product 17,8,2023-07-31,81.92,,Germany
INV101106,P395,Product 41,5,2023-03-18,70.41,10067.0,Germany
INV101107,P526,Product 34,10,2023-10-20,88.27,10060.0,India
INV101108,P471,Product 49,1,2023-04-15,62.52,10076.0,United Kingdom
INV101109,P482,Product 19,1,2024-04-01,22.3,10131.0,United Kingdom
INV101110,P933,Product 38,4,2023-10-20,93.55,10166.0,Netherlands
INV101111,P779,Product 1,4,2023-05-19,60.92,10213.0,Netherlands
INV101112,P351,Product 11,3,2024-04-25,28.83,10200.0,India
INV101113,P893,Product 37,7,2024-05-25,15.96,10176.0,United Kingdom
INV101114,P123,Product 43,4,2023-11-07,73.57,10222.0,Germany
INV101115,P355,Product 5,3,2024-04-01,54.2,10179.0,Germany
INV101116,P421,Product 42,4,2023-09-18,90.53,10233.0,United Kingdom
INV101117,P530,Product 45,6,2023-09-04,63.63,10134.0,United Kingdom
INV101118,P647,Product 4,9,2024-04-08,73.83,10216.0,United Kingdom
INV101119,P280,Product 17,-2,2023-08-16,99.65,10112.0,Netherlands
INV101120,P876,Product 49,9,2023-10-25,30.41,10038.0,Spain
INV101121,P616,Product 44,1,2023-03-12,24.61,10248.0,United Kingdom
INV101122,P733,Product 32,7,2023-09-19,78.6,10227.0,India
INV101123,P956,Product 39,3,2024-02-01,5.73,10248.0,Germany
INV101124,P600,Product 13,4,2023-12-21,30.76,10068.0,Netherlands
INV101125,P198,Product 41,2,2023-02-07,75.85,10048.0,India
INV101126,P323,Product 43,9,2023-01-05,9.55,10036.0,Germany
INV101127,P493,Product 36,2,2024-02-10,51.29,,Spain
INV101128,P880,Product 22,7,2024-05-17,41.08,10159.0,Germany
INV101129,P215,Product 29,10,2023-06-28,91.12,10062.0,France
INV101130,P477,Product 31,4,2023-12-16,27.07,10120.0,Spain
INV101131,P803,Product 48,7,2024-01-18,75.94,10114.0,France
INV101132,P545,Product 46,10,2024-01-30,21.53,10165.0,Netherlands
INV101133,P625,Product 15,5,2024-01-19,15.78,10198.0,France
INV101134,P247,Product 30,5,2023-10-15,9.57,,Germany
INV101135,P327,Product 37,1,2024-06-09,60.87,10084.0,Germany
INV101136,P586,Product 35,4,2023-04-17,12.3,10210.0,India
INV101137,P985,Product 6,8,2023-09-15,16.35,10214.0,India
INV101138,P292,Product 39,7,2024-03-13,31.19,10130.0,France
INV101139,P581,Product 2,4,2023-06-30,90.09,10136.0,France
INV101140,P217,Product 50,3,2023-05-15,90.9,10190.0,Spain
INV101141,P325,Product 50,2,2023-08-23,11.55,10039.0,France
INV101142,P816,Product 39,3,2024-01-25,54.9,10119.0,Germany
INV101143,P541,Product 23,-10,2023-05-02,19.93,10158.0,India
INV101144,P917,Product 50,3,2023-08-21,31.13,10212.0,India
INV101145,P480,Product 5,3,2023-02-05,22.0,10011.0,France
INV101146,P704,Product 27,2,2023-09-14,62.93,10160.0,Spain
INV101147,P192,Product 5,7,2023-04-26,72.94,10051.0,France
INV101148,P382,Product 2,1,2024-02-12,14.09,10150.0,Netherlands
INV101149,P172,Product 21,6,2023-10-13,17.94,10188.0,France
INV101150,P493,Product 3,1,2023-10-22,53.12,10218.0,India
INV101151,P334,Product 18,7,2023-12-29,13.23,10244.0,United Kingdom
INV101152,P344,Product 44,10,2024-02-16,94.24,10227.0,Germany
INV101153,P564,Product 29,10,2023-01-16,39.51,10028.0,Netherlands
INV101154,P935,Product 40,9,2023-12-11,59.13,10113.0,India
INV101155,P682,Product 13,3,2024-05-05,5.54,10025.0,India
INV101156,P768,Product 45,4,2024-06-16,17.39,10140.0,France
INV101157,P382,Product 33,3,2024-02-29,32.97,10029.0,Germany
INV101158,P293,Product 1,10,2023-03-02,22.98,10158.0,Spain
INV101159,P165,Product 37,4,2024-01-06,7.82,10180.0,France
INV101160,P201,Product 25,5,2024-03-12,24.98,10037.0,Netherlands
INV101161,P148,Product 46,7,2023-08-05,45.16,10146.0,Netherlands
INV101162,P730,Product 19,7,2023-05-10,27.38,10107.0,Netherlands
INV101163,P289,Product 47,9,2023-04-28,45.2,10146.0,India
INV101164,P767,Product 1,7,2024-02-04,32.27,10087.0,United Kingdom
INV101165,P555,Product 5,1,2023-02-15,86.76,10151.0,Germany
INV101166,P778,Product 1,5,2023-05-20,23.26,10088.0,France
INV101167,P173,Product 45,4,2023-01-06,77.26,10053.0,France
INV101168,P429,Product 25,9,2023-07-11,99.73,10227.0,France
INV101169,P893,Product 13,5,2024-02-12,23.75,10125.0,India
INV101170,P475,Product 5,-7,2023-06-29,63.33,10045.0,Germany
INV101171,P258,Product 34,3,2024-04-09,25.81,10154.0,France
INV101172,P698,Product 10,8,2024-06-22,6.62,10081.0,India
INV101173,P417,Product 11,6,2024-06-23,23.23,10048.0,United Kingdom
INV101174,P721,Product 12,5,2023-05-02,49.7,10208.0,Netherlands
INV101175,P718,Product 24,10,2023-12-05,84.24,10119.0,United Kingdom
INV101176,P296,Product 29,2,2023-11-27,9.33,10110.0,Germany
INV101177,P419,Product 24,5,2023-03-05,8.47,10022.0,India
INV101178,P519,Product 14,3,2023-07-26,51.42,10074.0,Spain
INV101179,P502,Product 26,8,2023-04-03,57.76,10035.0,France
INV101180,P754,Product 32,-7,2023-05-14,10.25,10146.0,United Kingdom
INV101181,P163,Product 24,7,2023-11-20,89.44,10202.0,Spain
INV101182,P945,Product 37,7,2024-03-17,57.2,10021.0,Germany
INV101183,P357,Product 38,4,2024-03-02,41.6,10201.0,Netherlands
INV101184,P622,Product 11,7,2023-02-21,94.23,10248.0,France
INV101185,P214,Product 7,4,2023-05-24,26.41,10134.0,India
INV101186,P350,Product 33,4,2023-11-15,19.41,10095.0,Netherlands
INV101187,P732,Product 36,2,2024-02-02,46.54,10150.0,France
INV101188,P176,Product 8,2,2023-10-09,92.59,10051.0,France
INV101189,P996,Product 12,9,2023-10-24,63.99,10202.0,Spain
INV101190,P858,Product 40,7,2023-02-19,94.93,10061.0,United Kingdom
INV101191,P681,Product 33,8,2023-03-08,77.21,10039.0,Germany
